AppOK,AppData,DataFile,EMFOK,GDIIN,DS_NTOK,DS_LCLOK,LclGrbld,NtGrbld,DskLocal,PrtSpool,AppDtGnTm,PrntPrcssTm,PrtOn,PrtData,PrtStatOff,PrtPaper,PrtStatPaper,NetPrint,PC2PRT,GrbldOtpt,Problem2,PrtDriver,GDIOUT,PrtThread,DrvSet,DrvOK,PrtDataOut,PrtSel,PrtFile,PrtPath,NetOK,NtwrkCnfg,REPEAT,PrtIcon,NtSpd,PTROFFLINE,PrtCbl,LclOK,PrtPort,CblPrtHrdwrOK,DSApplctn,PrtMpTPth,PrtMem,DeskPrntSpd,CmpltPgPrntd,NnPSGrphc,PSGRAPHIC,TTOK,NnTTOK,PrtStatMem,PrtTimeOut,FllCrrptdBffr,TnrSpply,PrtStatToner,Problem1,HrglssDrtnAftrPrnt,PgOrnttnOK,PrntngArOK,ScrnFntNtPrntrFnt,IncmpltPS,Problem3,GrphcsRltdDrvrSttngs,EPSGrphc,Problem4,PrtPScript,AvlblVrtlMmry,PSERRMEM,TstpsTxt,Problem6,TrTypFnts,Problem5,FntInstlltn,PrntrAccptsTrtyp,GrbldPS,PrtQueue
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Too_Long,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,Too_Long,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,Slow,Online,Connected,Yes,Yes,Operational,DOS,Correct,Greater_than_2_Mb,Too_Slow,Yes,No,No,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Incorrect,No____TIF___WMF___BMP_,No,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Normal,OK,Offline,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,No,No,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,Has_Paper,No_Error,Yes__Network_printer_,No,Yes,OK,No,No,OK,Correct,Reinstalled,No,Yes,No,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,No_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,Yes,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,Yes,Yes,Yes,Verified,Yes,Yes,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Grayed_Out,OK,Offline,Connected,Yes,Yes,Operational,DOS,Incorrect,Greater_than_2_Mb,OK,No,Yes,Yes,No,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,No_Output,Fast_Enough,Incorrect,Correct,Yes,No,No,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,No,Verified,No,No,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Grayed_Out,OK,Offline,Connected,Yes,Yes,Operational,DOS,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,No,No,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,Yes,Too_Long,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,Slow,Online,Connected,Yes,Yes,Operational,Windows,Correct,Less_than_2Mb,Too_Slow,No,No,No,Yes,Yes,No_Error,Long_Enough,Full_or_Corrupt,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,No,No,No,Correct,No____TIF___WMF___BMP_,No,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,Yes,No,Yes,Verified,Yes,Yes,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,No,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,Too_Long,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,Slow,Online,Connected,Yes,Yes,Operational,Windows,Correct,Less_than_2Mb,Too_Slow,Yes,No,No,No,No,Out_of_Memory,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,No_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,No,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,No,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,No,No,OFFLINE__OFF,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,No_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,Yes,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Normal,OK,Offline,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,No,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,No,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,Has_Paper,No_Error,No__Local_printer_,No,Yes,OK,No,No,OK,Correct,Reinstalled,No,Yes,Yes,Correct,No,Incorrect,No__Different_Each_Time_,Grayed_Out,Slow,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,No,Yes,Yes,No,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,No_Output,Fast_Enough,Incorrect,Correct,Yes,No,No,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,Yes,Yes,No,Verified,No,Yes,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Incorrect,Reinstalled,Yes,Yes,No,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,DOS,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,Yes,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,No,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,No,No,OK,Yes,No,OK,Correct,Corrupt,No,Yes,No,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,No,Yes,No_Error,Long_Enough,Full_or_Corrupt,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,No,Verified,No,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,No_Paper,Jam__Out__Bin_Full,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,No,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,No,Yes,Yes,No,No,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,No_Output,Fast_Enough,Correct,Incorrect,Yes,No,No,Correct,No____TIF___WMF___BMP_,Yes,Yes,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,No,Faulty,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,No,Yes,OFFLINE__OFF,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,No,Yes,No_Error,Long_Enough,Full_or_Corrupt,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,No,Yes,Verified,No,No,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Grayed_Out,OK,Offline,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Too_Short,Intact__not_Corrupt_,Adequate,No_Error,No_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,Yes,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Full_or_Corrupt,Adequate,No_Error,No_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,Yes,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,Yes__Network_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,No,Correct,Yes,Correct,Yes__Always_the_Same_,Normal,OK,Online,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,Yes,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Normal,OK,Offline,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,Yes,Yes,Yes,No,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,No,Yes,OFFLINE__OFF,Has_Paper,No_Error,Yes__Network_printer_,No,Yes,OK,No,No,OK,Correct,Reinstalled,No,Yes,No,Incorrect,Yes,Correct,Yes__Always_the_Same_,Grayed_Out,OK,Offline,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,Yes,Yes,Yes,Verified,Yes,Yes,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,No,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Normal,OK,Offline,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Low,Low__None,No_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,No,Yes,Verified,Yes,No,Short
Correct,Correct,Correct,Yes,Yes,No,Yes,Yes,Yes,Greater_than_2_Mb,Enabled,Fast_Enough,Fast_Enough,Yes,Yes,No_Error,Has_Paper,No_Error,No__Local_printer_,Yes,No,OK,Yes,Yes,OK,Correct,Reinstalled,Yes,Yes,Yes,Correct,No,Correct,Yes__Always_the_Same_,Normal,OK,Offline,Connected,Yes,Yes,Operational,Windows,Correct,Greater_than_2_Mb,OK,Yes,Yes,Yes,Yes,Yes,No_Error,Long_Enough,Intact__not_Corrupt_,Adequate,No_Error,Normal_Output,Fast_Enough,Correct,Correct,Yes,Yes,Yes,Correct,No____TIF___WMF___BMP_,Yes,No,Adequate____1Mb_,No_Error,x_1_Mb_Available_VM,No,Yes,Yes,Verified,Yes,No,Short
